_id,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6634f36ef013e2ac1d827356,7949,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19
6634f36ef013e2ac1d827357,7950,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19
6634f36ef013e2ac1d827358,7951,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.13,0,0.03,0.19
6634f36ef013e2ac1d827359,7952,Pro Yaky? Spirits 2012,PS3,2012,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
6634f36ef013e2ac1d82735a,7953,Kuma-Tomo,3DS,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19
6634f36ef013e2ac1d82735b,7954,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0,0,0.19,0,0.19
6634f36ef013e2ac1d82735c,7955,Thomas the Tank Engine & Friends,GBA,2004,Adventure,NaN,0.13,0.05,0,0,0.19
6634f36ef013e2ac1d82735d,7956,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.07,0,0.02,0.19
6634f36ef013e2ac1d82735e,7957,Penguin no Mondai X: Tenkuu no 7 Senshi,DS,2009,Action,Konami Digital Entertainment,0,0,0.19,0,0.19
6634f36ef013e2ac1d82735f,7958,The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,0.13,0.05,0,0,0.19
6634f36ef013e2ac1d827360,7959,Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19
6634f36ef013e2ac1d827361,7960,Reel Fishing Paradise 3D,3DS,2011,Sports,Marvelous Interactive,0.12,0,0.06,0.01,0.19
6634f36ef013e2ac1d827362,7961,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
6634f36ef013e2ac1d827363,7962,Farmtopia,DS,2010,Simulation,505 Games,0.18,0,0,0.01,0.19
6634f36ef013e2ac1d827364,7963,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0,0.02,0.19
6634f36ef013e2ac1d827365,7964,SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,0,0,0.19,0,0.19
6634f36ef013e2ac1d827366,7965,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0,0.02,0.19
6634f36ef013e2ac1d827367,7966,Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,0.13,0.05,0,0,0.19
6634f36ef013e2ac1d827368,7967,MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0,0.02,0.19
6634f36ef013e2ac1d827369,7968,Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19
6634f36ef013e2ac1d82736a,7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19
6634f36ef013e2ac1d82736b,7970,WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.15,0.02,0,0.01,0.19
6634f36ef013e2ac1d82736c,7971,Pro Evolution Soccer 2014,3DS,2013,Action,Konami Digital Entertainment,0,0,0.19,0,0.19
6634f36ef013e2ac1d82736d,7972,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0,0,0.19,0,0.19
6634f36ef013e2ac1d82736e,7973,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0,0.01,0.19
6634f36ef013e2ac1d82736f,7974,Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.02,0.19
6634f36ef013e2ac1d827370,7975,J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sports,Sega,0,0,0.19,0,0.19
6634f36ef013e2ac1d827371,7976,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19
6634f36ef013e2ac1d827372,7977,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0,0.19
6634f36ef013e2ac1d827373,7978,Little Battlers eXperience W,PSP,2012,Role-Playing,Level 5,0,0,0.19,0,0.19
6634f36ef013e2ac1d827374,7979,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.16,0.03,0,0,0.19
6634f36ef013e2ac1d827375,7980,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
6634f36ef013e2ac1d827376,7981,Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,0.17,0,0,0.01,0.19
6634f36ef013e2ac1d827377,7982,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.19
6634f36ef013e2ac1d827378,7983,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.02,0.19
6634f36ef013e2ac1d827379,7984,Phantasy Star Nova,PSV,2014,Role-Playing,Sega,0,0,0.19,0,0.19
6634f36ef013e2ac1d82737a,7985,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0,0.02,0.19
6634f36ef013e2ac1d82737b,7986,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0,0.11,0.01,0.19
6634f36ef013e2ac1d82737c,7987,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19
6634f36ef013e2ac1d82737d,7988,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.19
6634f36ef013e2ac1d82737e,7989,Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios,0.14,0.04,0,0.01,0.19
6634f36ef013e2ac1d82737f,7990,The Bee Game,DS,2007,Adventure,Midway Games,0.17,0,0,0.01,0.19
6634f36ef013e2ac1d827380,7991,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19
6634f36ef013e2ac1d827381,7992,Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.19
6634f36ef013e2ac1d827382,7993,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01,0.19
6634f36ef013e2ac1d827383,7994,WWE All Stars,PSP,2011,Fighting,THQ,0.12,0.04,0,0.03,0.19
6634f36ef013e2ac1d827384,7995,Treasures of the Deep,PS,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19
6634f36ef013e2ac1d827385,7996,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0,0,0.19,0,0.19
6634f36ef013e2ac1d827386,7997,EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.09,0,0.03,0.19
6634f36ef013e2ac1d827387,7998,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0,0.03,0.18
6634f36ef013e2ac1d827388,7999,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d827389,8000,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d82738a,8001,Hello Kitty: Birthday Adventures,DS,2010,Adventure,Namco Bandai Games,0.06,0.11,0,0.02,0.18
6634f36ef013e2ac1d82738b,8002,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02,0.18
6634f36ef013e2ac1d82738c,8003,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d82738d,8004,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0,0.02,0.18
6634f36ef013e2ac1d82738e,8005,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d82738f,8006,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d827390,8007,The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d827391,8008,Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d827392,8009,.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d827393,8010,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d827394,8011,MotoGP 14,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.04,0.18
6634f36ef013e2ac1d827395,8012,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d827396,8013,NBA Live 08,Wii,2007,Sports,Electronic Arts,0.17,0,0,0.02,0.18
6634f36ef013e2ac1d827397,8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d827398,8015,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
6634f36ef013e2ac1d827399,8016,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.16,0.01,0,0.01,0.18
6634f36ef013e2ac1d82739a,8017,Reel Fishing II,PS,2000,Sports,Victor Interactive,0.1,0.07,0,0.01,0.18
6634f36ef013e2ac1d82739b,8018,Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d82739c,8019,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.14,0,0.01,0.03,0.18
6634f36ef013e2ac1d82739d,8020,Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d82739e,8021,Dead or Alive,SAT,1997,Fighting,Tecmo Koei,0,0,0.18,0,0.18
6634f36ef013e2ac1d82739f,8022,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18
6634f36ef013e2ac1d8273a0,8023,Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273a1,8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.02,0,0.01,0.18
6634f36ef013e2ac1d8273a2,8025,NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273a3,8026,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.02,0.05,0.01,0.18
6634f36ef013e2ac1d8273a4,8027,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
6634f36ef013e2ac1d8273a5,8028,Super Robot Taisen J,GBA,2005,Strategy,Banpresto,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273a6,8029,Evolve,PC,2015,Shooter,Take-Two Interactive,0.07,0.1,0,0.01,0.18
6634f36ef013e2ac1d8273a7,8030,Nep League DS,DS,2007,Sports,Jaleco,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273a8,8031,Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
6634f36ef013e2ac1d8273a9,8032,de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0,0.02,0.18
6634f36ef013e2ac1d8273aa,8033,Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,0.18
6634f36ef013e2ac1d8273ab,8034,Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0,0.01,0.18
6634f36ef013e2ac1d8273ac,8035,Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0,0.04,0.18
6634f36ef013e2ac1d8273ad,8036,Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d8273ae,8037,Chaotic: Shadow Warriors,DS,2009,Action,Activision,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d8273af,8038,Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0,0.02,0.18
6634f36ef013e2ac1d8273b0,8039,GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273b1,8040,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273b2,8041,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18
6634f36ef013e2ac1d8273b3,8042,Company of Heroes: Anthology,PC,2009,Strategy,THQ,0,0.15,0,0.04,0.18
6634f36ef013e2ac1d8273b4,8043,Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0,0.01,0.18
6634f36ef013e2ac1d8273b5,8044,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273b6,8045,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273b7,8046,Trauma Team,Wii,NaN,Simulation,Unknown,0.15,0,0.02,0.01,0.18
6634f36ef013e2ac1d8273b8,8047,Monopoly Party,XB,2002,Misc,Infogrames,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273b9,8048,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0,0.01,0.18
6634f36ef013e2ac1d8273ba,8049,How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.04,0,0.02,0.18
6634f36ef013e2ac1d8273bb,8050,Remember Me,X360,2013,Action,Capcom,0.1,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273bc,8051,International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273bd,8052,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273be,8053,Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18
6634f36ef013e2ac1d8273bf,8054,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273c0,8055,Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.09,0,0.02,0.18
6634f36ef013e2ac1d8273c1,8056,Atari Anniversary Advance,GBA,2002,Misc,Atari,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d8273c2,8057,Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18
6634f36ef013e2ac1d8273c3,8058,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18
6634f36ef013e2ac1d8273c4,8059,Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
6634f36ef013e2ac1d8273c5,8060,Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,Sega,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273c6,8061,Let's TAP,Wii,2008,Misc,Sega,0.09,0.06,0.01,0.02,0.18
6634f36ef013e2ac1d8273c7,8062,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0,0,0.05,0.18
6634f36ef013e2ac1d8273c8,8063,TalkMan (Japan),PSP,2005,Misc,Sony Computer Entertainment,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273c9,8064,Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.15,0.02,0,0.01,0.18
6634f36ef013e2ac1d8273ca,8065,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
6634f36ef013e2ac1d8273cb,8066,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d8273cc,8067,Shrek SuperSlam,DS,2005,Action,Activision,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d8273cd,8068,We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.16,0,0.02,0.18
6634f36ef013e2ac1d8273ce,8069,Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0,0.18
6634f36ef013e2ac1d8273cf,8070,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0,0.01,0.18
6634f36ef013e2ac1d8273d0,8071,ZhuZhu Puppies,DS,2011,Simulation,Activision,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273d1,8072,Rabbids Party Collection,Wii,2010,Misc,Ubisoft,0,0.16,0,0.02,0.18
6634f36ef013e2ac1d8273d2,8073,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18
6634f36ef013e2ac1d8273d3,8074,Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.12,0,0.02,0.18
6634f36ef013e2ac1d8273d4,8075,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d8273d5,8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.07,0.03,0.05,0.03,0.18
6634f36ef013e2ac1d8273d6,8077,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0,0.02,0.18
6634f36ef013e2ac1d8273d7,8078,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273d8,8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d8273d9,8080,Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273da,8081,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d8273db,8082,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18
6634f36ef013e2ac1d8273dc,8083,Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,0.09,0,0.07,0.02,0.18
6634f36ef013e2ac1d8273dd,8084,Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273de,8085,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0,0.02,0.18
6634f36ef013e2ac1d8273df,8086,Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.08,0,0.07,0.03,0.18
6634f36ef013e2ac1d8273e0,8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273e1,8088,Backbreaker,X360,NaN,Sports,Unknown,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d8273e2,8089,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
6634f36ef013e2ac1d8273e3,8090,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273e4,8091,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18
6634f36ef013e2ac1d8273e5,8092,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0,0,0.01,0.18
6634f36ef013e2ac1d8273e6,8093,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273e7,8094,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273e8,8095,Moon,PS,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18
6634f36ef013e2ac1d8273e9,8096,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0,0.14,0,0.04,0.18
6634f36ef013e2ac1d8273ea,8097,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.02,0.18
6634f36ef013e2ac1d8273eb,8098,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273ec,8099,Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273ed,8100,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d8273ee,8101,Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d8273ef,8102,Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273f0,8103,Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.09,0,0.07,0.02,0.18
6634f36ef013e2ac1d8273f1,8104,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d8273f2,8105,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273f3,8106,Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.04,0,0.02,0.18
6634f36ef013e2ac1d8273f4,8107,Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273f5,8108,Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.1,0,0.03,0.18
6634f36ef013e2ac1d8273f6,8109,Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0,0.01,0.18
6634f36ef013e2ac1d8273f7,8110,Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.15,0,0.02,0.18
6634f36ef013e2ac1d8273f8,8111,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d8273f9,8112,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0,0.02,0.18
6634f36ef013e2ac1d8273fa,8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0,0,0.18,0,0.18
6634f36ef013e2ac1d8273fb,8114,The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d8273fc,8115,Van Helsing,XB,2007,Action,Activision,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d8273fd,8116,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18
6634f36ef013e2ac1d8273fe,8117,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0,0.01,0.18
6634f36ef013e2ac1d8273ff,8118,MindJack,PS3,2011,Shooter,Square Enix,0.07,0.08,0,0.03,0.18
6634f36ef013e2ac1d827400,8119,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.02,0.18
6634f36ef013e2ac1d827401,8120,Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0,0,0.18,0,0.18
6634f36ef013e2ac1d827402,8121,Gun,GC,2005,Shooter,Activision,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d827403,8122,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d827404,8123,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0,0.01,0.18
6634f36ef013e2ac1d827405,8124,SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment,0,0.16,0,0.02,0.18
6634f36ef013e2ac1d827406,8125,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d827407,8126,F1 Challenge,SAT,1994,Racing,Sega,0,0,0.18,0,0.18
6634f36ef013e2ac1d827408,8127,Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.1,0.07,0,0.02,0.18
6634f36ef013e2ac1d827409,8128,Shadow Madness,PS,1999,Action,Crave Entertainment,0.1,0.07,0,0.01,0.18
6634f36ef013e2ac1d82740a,8129,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.03,0.18
6634f36ef013e2ac1d82740b,8130,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d82740c,8131,Aliens: Infestation,DS,2011,Action,Sega,0.1,0.06,0,0.02,0.18
6634f36ef013e2ac1d82740d,8132,Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0,0.03,0.18
6634f36ef013e2ac1d82740e,8133,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18
6634f36ef013e2ac1d82740f,8134,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d827410,8135,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18
6634f36ef013e2ac1d827411,8136,FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0,0.01,0.18
6634f36ef013e2ac1d827412,8137,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18
6634f36ef013e2ac1d827413,8138,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d827414,8139,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18
6634f36ef013e2ac1d827415,8140,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0,0.01,0.18
6634f36ef013e2ac1d827416,8141,Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,0.17,0,0,0.01,0.18
6634f36ef013e2ac1d827417,8142,Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
6634f36ef013e2ac1d827418,8143,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0,0.02,0.18
6634f36ef013e2ac1d827419,8144,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0,0,0.18
6634f36ef013e2ac1d82741a,8145,Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
6634f36ef013e2ac1d82741b,8146,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0,0.02,0.18
6634f36ef013e2ac1d82741c,8147,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18
6634f36ef013e2ac1d82741d,8148,Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,0,0,0.18,0,0.18
6634f36ef013e2ac1d82741e,8149,Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18
